PostalCode,PhoneAreaCode
17309,039747
85777,08133
14476,033208
83250,08641
56814,02671
99830,036923
09569,03726
54673,06550
09429,03735
04895,035365
15518,033607
15848,033675
15926,035454
16259,033458
39615,039386
84326,08727
95685,09637
94350,09961
15306,033603
16928,033986
17291,039853
04808,034262
15938,035453
76891,06394
14641,033233
14612,03322
08223,03745
67808,06302
93167,09462
16775,033088
17291,039858
29683,05162
98597,036848
82490,08821
23909,04510
24256,04303
06279,034776
54317,06500
39326,039201
27446,04762
76694,07251
83371,08621
29328,05055
95189,09295
56235,02624
97906,09392
17139,039951
99976,036024
25779,04836
56472,02661
16833,033932
03096,035606
83552,08074
84550,08623
67824,06708
95183,09281
54636,06527
16278,033335
82340,08157
36325,06637
17258,039831
79868,07676
24242,04340
99718,03636
14913,033747
23858,04533
23942,038826
85622,089
94351,09420
83620,08063
85276,08441
54341,06502
70734,0711
70736,0711
97778,09356
87748,08335
24244,04349
34587,05662
67806,06363
16928,033986
57580,02742
92269,09438
19309,038780
14548,033209
14715,039389
14715,033874
39317,039349
17379,039778
17291,039859
04895,035363
37339,036071
35463,06404
54668,06523
90537,09128
91555,09852
54597,06553
54584,06597
95686,09272
74579,07962
04931,035342
74427,07971
23996,038423
14547,033206
24217,04344
06198,034609
57635,02686
70794,0711
56341,06773
26849,04957
56766,02677
17209,039922
67822,06362
74579,07962
17179,039971
57413,02721
86923,08806
89435,09074
16244,03335
85464,08121
99898,036252
67705,06306
03238,03531
27389,04265
26835,04946
54439,06581
86850,08236
01477,035200
36452,036966
55743,06784
66996,06393
67693,06305
99891,036259
83730,08028
54675,06564
64405,06166
39524,039323
87538,08326
77716,07832
79592,07628
03238,035322
76359,07248
56330,02607
25579,04877
21514,04155
91604,09829
65558,06432
97650,09778
57632,02685
99986,036028
24392,04641
16766,033922
39345,039054
24357,04354
16837,033923
73494,07959
17099,039607
29416,039034
74223,07131
88373,07505
76835,06323
16306,033335
24937,0461
24939,0461
24941,0461
24943,0461
24944,0461
54597,06558
39606,039392
36103,06655
54636,06569
17268,039887
24220,04347
83126,08034
27624,04745
09557,03726
98593,03683
55234,06735
55237,06734
63639,06057
65439,06145
67592,06243
61197,06035
92685,09603
04651,034345
92696,09603
38312,05341
78737,07402
99510,03644
54516,06571
57614,02681
24787,04331
66887,06385
04617,034343
14798,033834
25563,04822
54343,06502
55777,06783
76596,07228
79362,07642
91301,09191
74670,07947
39443,039266
86735,09089
96524,03675
03149,03562
56754,02672
56858,06545
57537,02742
67147,06326
76694,07251
85659,08124
85661,08121
57635,02686
07570,036607
99819,036925
07937,036628
55234,06733
97833,09355
67737,06308
03253,035322
35110,06455
09669,037206
35066,06451
16818,033924
99441,036453
67468,06325
27336,05165
04643,034341
04936,035361
99330,036205
74586,07959
98634,036946
99826,036924
09569,037321
67468,06329
01909,035954
67227,06233
97447,09382
15230,069
15232,069
15234,069
15236,069
60308,069
60311,069
60313,069
60314,069
60316,069
60318,069
60320,069
60322,069
60323,069
60325,069
60326,069
60327,069
60329,069
60385,069
60386,069
60388,069
60389,069
60431,069
60433,069
60435,069
60437,069
60438,069
60439,069
60486,069
60487,069
60488,069
60489,069
60528,069
60529,069
60549,069
60594,069
60596,069
60598,069
60599,069
65929,069
65931,069
65933,069
65934,069
65936,069
64407,06164
06259,034637
76833,06345
18461,05108
54316,06588
83112,08052
06386,034977
94258,09926
55776,06787
82216,08141
83256,08054
01945,035755
03058,0355
04668,034386
16278,03331
83374,08669
19374,038723
83553,08092
07774,036421
36460,036963
09623,037326
98711,036782
23936,038871
24405,04646
85447,08084
08427,03761
01990,035755
50226,02234
76872,06340
06456,034785
23909,04541
31084,05184
21717,04149
14806,033846
15370,033439
16306,039861
23826,04558
15926,03544
16945,033968
79348,07645
09599,03731
71691,07141
94469,0991
21729,04779
79098,0761
79100,0761
79102,0761
79104,0761
79106,0761
79108,0761
79110,0761
79111,0761
79112,0761
79114,0761
79115,0761
79117,0761
15757,033765
99713,036043
16515,033051
37318,036083
01983,035753
07768,036423
36399,06666
14822,033844
24991,04602
63579,06055
92271,09646
83395,08654
55546,06709
04936,035364
56244,02666
55234,06731
67482,06347
67251,06353
56244,02680
67361,06344
66629,06855
85354,08161
85356,08161
06347,034783
27259,05448
01705,0351
15910,035474
38373,05355
27616,04749
86742,09086
96158,09502
49832,05902
14552,033205
24358,04353
19300,038756
49762,05933
25876,04884
25727,04830
67596,06733
37318,036087
16909,033964
16259,033451
57258,02734
92272,09627
97896,09375
54450,06582
94501,08535
72250,07441
74392,07143
06632,034464
16918,033967
92342,09179
94078,08551
72636,07022
97252,09331
88699,07554
78567,07463
83413,08684
61169,06031
86316,0821
07381,03647
06347,034783
26446,04465
06347,034783
98634,036940
67159,06322
17268,039887
95688,09683
39291,03921
06254,03461
57589,02682
79877,07654
01744,037326
02742,035872
03253,035323
04916,03535
06749,03493
15306,03346
15754,033767
98701,036781
36289,06674
57520,02743
15848,033676
17098,039601
37133,05504
99894,03623
06449,034741
15328,033473
06507,039487
06386,034977
61381,06175
25764,04839
24799,04339
88045,07541
88046,07541
88048,07541
23936,03841
03130,035600
15754,033767
16259,033457
17337,039971
18246,038461
95460,09273
98749,036704
24799,04339
25718,04854
99713,036338
21521,04104
19374,038723
25840,04881
16306,033332
16515,03301
66299,06897
99735,036337
16247,033367
19339,038787
19412,038482
99869,036254
25924,04668
34621,05684
99869,036258
99192,036208
99192,036208
14662,033235
06543,034775
51598,02294
55278,06737
77948,07821
87654,08347
26169,04491
07570,036603
83546,08073
71292,07044
78665,07426
83379,08681
34560,05622
04654,034348
14913,03372
79677,07673
99610,03634
66903,06386
82349,089
04618,034497
14929,033748
83552,08074
99638,036375
58730,02373
99735,036335
35112,06426
55471,06761
88273,07505
84160,08732
06464,034741
99880,03622
56132,02603
85254,08134
97828,09391
04683,034297
73453,07366
91344,09202
53533,02693
95689,09634
97727,09732
83364,08666
86925,08243
18356,038231
24649,04192
21493,04156
36037,0661
36039,0661
36041,0661
36043,0661
34277,0561
34233,05607
18209,038203
15890,033654
24861,04885
86681,09092
55546,06709
85465,08762
83329,08681
01778,035054
49584,05901
16798,033093
37699,05271
94142,08555
82256,08141
94538,08504
01778,035054
15517,03361
17291,039859
94081,08502
03246,035324
83739,08064
82041,089
83552,08074
84095,08704
64658,06253
90762,0911
90763,0911
90765,0911
90766,0911
90768,0911
93437,09973
57539,02682
78120,07723
87629,08362
67136,06237
83714,08025
19309,038758
18230,038296
91077,09134
99428,03643
99428,03643
02953,03576
03058,035605
02953,03576
86456,08230
55288,06732
86565,08259
56412,06439
19089,0385
19205,03886
06918,035387
97503,09727
16909,033964
15806,033703
39606,039391
19406,038485
23968,03841
18586,038308
76571,07225
23974,03841
09569,037292
07356,036643
03246,035324
03149,035695
69251,06223
78343,07735
74405,07971
78262,07734
85080,08458
85080,08458
83546,08073
83674,08041
17153,039602
17337,039607
56651,02655
23996,038423
19258,038842
19386,038732
03058,0355
91605,09843
01665,035244
15749,033764
25899,04667
16278,033338
56761,02653
24340,04351
19230,038850
85408,08766
73108,07164
72501,07574
99192,036202
17268,03987
27777,04222
27324,04254
52538,02454
84140,08722
99634,036376
83329,08681
23948,03881
16845,033974
19395,038737
14727,03386
56294,02654
30823,05131
30826,05131
30827,05131
84518,08634
85748,089
39638,03907
25836,04862
25836,04862
19357,038797
39579,039324
14715,033878
19249,038855
21376,040
82467,08821
06571,034672
49681,04474
14823,033843
83536,08073
83555,08073
19322,03877
21441,04173
49685,04435
16845,033979
29471,05846
71116,07034
16307,033332
18233,038294
18230,038296
16845,033928
17419,038376
18574,038304
39524,039382
15345,033435
15345,033435
56379,06439
25899,04661
03172,035692
06466,039482
16306,03332
95185,09281
06268,034771
55435,06725
55599,06701
55296,06135
73494,07967
07580,036608
01665,0351
67294,06355
71126,07032
67822,06362
55234,06731
97253,09337
55239,06733
25782,04838
02633,035930
82131,08153
55578,06732
92274,09622
15936,035451
98743,036703
99189,036201
57580,02747
55595,06756
91607,09861
99510,036463
75391,07056
63688,06045
16307,033333
49744,05907
39615,039397
21502,04152
07926,036649
54552,02692
96524,036764
95482,09254
36404,036965
07819,036482
98559,036845
98559,036845
57627,02662
55490,06765
06571,03466
49596,05439
30989,05108
39264,039247
15926,035455
98708,036738
39359,039002
25361,04824
09429,037369
67724,06302
54675,06566
94244,09923
93449,09975
52511,02451
56379,06439
99326,03629
36419,036967
56729,02651
63826,06024
67715,06307
94333,09423
96160,09556
85290,08452
07646,036428
84144,08743
65366,06722
82282,08145
54413,06586
56357,06776
01778,035056
78187,07704
37308,036084
72351,07433
73312,07331
36419,036967
37308,036082
07407,03672
04643,034341
18182,038201
97255,09335
47608,02831
97505,09721
04720,034325
09423,03721
53539,02692
16278,033338
99428,03643
99428,03643
63571,06051
45879,0209
45881,0209
45883,0209
45884,0209
45886,0209
45888,0209
45889,0209
45891,0209
45892,0209
45894,0209
45896,0209
45897,0209
45899,0209
82269,08193
24395,04643
24884,04621
14542,033209
56357,06776
75050,07267
74376,07143
54673,06524
35285,06453
35329,06634
55490,06765
56459,02663
97737,09351
86682,09090
77723,07803
15328,033472
14974,03378
55457,06727
06918,035387
39307,03933
54675,06566
17099,039601
92697,09658
91166,09172
99887,036253
98590,036968
49828,05946
49124,05401
07545,0365
07546,0365
07548,0365
07549,0365
07551,0365
07552,0365
07554,0365
07557,0365
98716,03677
74582,07952
55743,06785
96161,09544
84552,08728
67813,06361
37318,036081
06922,03537
06429,034721
82041,08170
97218,0931
06347,034783
29581,05808
16928,033986
18239,038295
83546,08073
82538,08171
66894,06375
91466,09163
04827,034292
56751,02654
09326,037382
06420,034691
70839,07156
87656,08341
16767,03301
82110,089
76726,07274
82216,08141
06507,039485
37339,036076
76593,07224
64579,06258
06648,034467
07819,036482
97779,09747
82493,08823
95179,09288
97256,09366
91726,09854
85302,08445
67229,06238
54568,06591
97447,09382
04703,034328
09355,037203
18230,038294
83565,08092
01920,03578
36129,06654
66453,06843
49838,05904
04617,03447
36419,036967
89547,07323
86368,0821
99834,036922
17268,039887
37355,036076
07389,03647
98617,036943
04741,034325
39175,039292
84175,08744
23815,04553
48712,02542
98716,036205
95494,09201
59590,02942
91608,09867
86459,08238
88167,08383
49843,05942
08626,037430
24214,04346
06217,03461
06712,034423
58285,02332
58285,02332
56825,02678
38384,05354
21784,04752
09468,037346
97232,09334
37434,05528
06618,034445
24321,04385
38315,05339
57610,02681
54424,06504
17139,039957
15345,03341
89537,07322
56294,02605
57632,02685
06449,034746
99100,036206
83364,08666
54614,06551
24797,04332
31180,05121
16928,033986
57612,02688
16845,033875
15848,033675
16928,03395
23909,04541
29413,039033
15324,033478
56377,02604
35390,0641
35392,0641
35394,0641
35396,0641
35398,0641
15926,03544
98667,036874
38518,05371
78713,07422
85376,08165
83368,08621
82205,08105
56825,02677
54558,06573
98701,036781
34630,06696
29690,05071
54298,06506
67578,06249
55767,06782
06198,034607
54657,06565
73333,07162
18569,038305
65462,06144
67742,06364
54533,06574
53547,02638
56459,06435
56412,06485
29416,039035
19386,038731
37534,05327
39307,039342
54518,06508
45964,02043
45966,02043
45968,02043
35075,06462
39606,039392
19288,038754
71549,07191
16775,033933
18246,038462
66887,06387
49219,05426
66907,06383
23719,04525
37308,036085
18276,03843
18209,038203
23996,038423
01768,035053
14827,033849
23812,04320
92690,09644
01768,035053
01768,035053
01768,035053
61479,06174
95496,09279
01768,035053
23992,038429
75385,07055
17322,039749
63864,06021
72293,07443
14959,033731
01612,035265
63695,06041
08371,03763
06369,034975
06794,034954
56653,02636
98646,03685
37130,05508
07356,036643
01594,035268
06632,034464
92723,09655
93477,09975
76835,06345
76889,06343
19217,038872
18513,038334
14715,033230
14793,033830
15806,03377
15864,033677
16548,033056
16909,03394
15936,035452
17099,039606
15913,035471
21509,040
39249,039298
39326,039201
14542,03327
06901,034927
85625,08093
39240,039266
89353,09075
79286,07684
19357,038797
18551,038302
19339,038787
18356,038231
24960,04631
25348,04124
25779,04836
83703,08022
39249,03928
27442,04763
02692,035930
18246,038464
06369,034978
07646,036428
19065,03860
17111,039994
17089,039993
19322,038791
19395,038737
16818,03391
18195,038228
17179,039971
06420,034691
91728,09833
24622,04392
06712,03441
47574,02823
97469,09721
76831,06349
02633,035930
56244,02626
19205,038871
17237,039825
56290,06762
21376,0451
19065,03860
39264,039247
85655,08095
73571,07175
23758,04361
15898,033656
19288,038751
01462,0351
01462,0351
01619,03525
14641,033239
14542,033207
06786,034905
29473,05862
04603,03447
17348,03963
18586,038308
19089,03863
19294,038755
07950,036622
17213,039932
01824,035021
25557,04872
06420,034691
17089,03965
19412,038483
63773,06021
99869,036255
16845,033973
16909,03394
23948,038825
39596,039388
19399,038736
23992,038429
25862,04673
25862,04673
19260,038848
19374,038723
23619,04553
19230,038856
18258,03844
23919,04544
19079,0385
49424,04444
98746,03681
95497,09273
06721,036694
49843,05941
55767,06782
39615,039395
67307,06351
97258,09848
17268,039882
18246,038462
06567,034671
03205,035435
17291,039856
03238,035329
04626,034495
14778,033839
14476,0331
16306,033336
37640,05532
07751,036427
03116,035602
14913,033741
15938,035452
24864,04622
06636,034462
14778,033835
15328,033472
16230,03334
72532,07385
72810,07072
39245,039200
67377,06327
14822,033844
98663,036875
67724,06302
75053,07252
54595,06551
56283,06745
54647,06565
06528,03464
24610,04323
53498,02633
54584,06597
67161,06322
24340,04356
04618,037608
01728,0351
73033,07161
73035,07161
73037,07161
03238,035325
06343,034782
15328,033472
56412,06485
16866,033977
87657,08302
03226,035433
06869,034907
17291,039851
07907,03663
29475,05882
02826,03581
02827,03581
02828,03581
19294,038755
15926,03544
16278,033334
17121,039992
09405,0371
14728,033235
54472,06531
19294,038755
09390,03721
18239,038207
99765,036333
06618,034445
17139,03994
15848,033678
15859,033678
15936,035453
06917,03537
06577,034673
19065,03860
14778,033836
79733,07754
69517,06201
01561,035263
06369,034975
15848,033672
14828,033847
15868,033671
07907,036648
03149,035694
03205,035694
06667,03443
19357,038781
15537,03362
07607,036691
55624,06544
78559,07426
38640,05321
38642,05321
38644,05321
99880,03622
06773,034955
99338,036207
99326,03629
97780,09358
76857,06346
07389,036483
19249,038854
03249,035323
15926,035455
04639,034493
91327,09242
07334,03671
01594,03525
01594,03525
23936,03881
99867,03621
16845,033928
79288,07665
19209,038874
25899,04665
94239,09929
84177,08731
94529,08546
17207,039931
21514,04158
37073,0551
37075,0551
37077,0551
37079,0551
37081,0551
37083,0551
37085,0551
78244,07731
06780,034956
01936,035797
99192,036208
99192,036208
14778,033207
15913,035478
54470,06531
18181,038206
18181,038206
21493,04151
23845,04537
83364,08666
86836,08232
14793,033833
15741,033763
76676,07255
83355,08661
72582,07382
83626,08024
03172,035697
14778,033836
14823,033843
16909,033984
16945,033968
17209,039925
19300,038756
39291,039223
17194,039926
99869,036202
82166,089
83358,08667
71120,07033
94481,08552
72661,07123
91322,09192
54426,06504
04916,03535
07387,03647
14913,033746
97782,09357
95356,09255
99887,03624
06773,034953
79865,07748
97506,09723
93161,09404
99330,036205
98743,036703
93479,09941
92655,09641
38462,05364
98704,036785
85567,08092
94539,0991
82284,08144
53501,02641
82491,08821
94143,08585
07616,036692
23883,04542
17375,039774
17322,039749
19071,0385
23968,040
18513,038334
17153,039952
18195,038205
19230,03883
16775,039861
17291,039861
19348,03876
06712,03441
22946,04154
14715,033878
06679,03443
54533,06567
18513,038334
16775,03306
19230,03883
19258,038843
19386,038731
16866,033977
23996,038424
17089,03961
28879,04208
85630,089
64689,06207
38368,05357
85655,08095
04916,035362
39579,039324
83224,08641
94541,09904
16259,033451
24594,04871
39359,039059
03130,03563
61279,06086
19374,038720
36323,06646
36355,06644
34393,05674
24329,04383
14797,033830
19294,038754
91171,08463
23970,03841
47929,02158
86926,08192
06333,034781
03116,035602
35753,06478
16278,033334
17489,03834
17491,03834
17493,03834
83677,08042
54314,06587
54533,06574
56814,02671
83329,08681
83379,08681
07973,03661
23758,04361
18461,038320
91350,09193
56858,02673
17291,039857
79639,07624
23936,03881
19348,038785
56130,02603
06803,03494
23936,038824
19258,038842
23968,03841
29690,05164
97508,09729
99718,03636
97259,09369
19258,038842
48268,02571
41515,02181
41516,02181
41517,02181
25361,04824
24241,04322
23936,038824
23936,03881
25596,04827
17506,038355
55608,06752
16775,033086
18565,038300
23936,038828
39517,039362
06869,034903
99638,036375
66903,06373
06786,034905
64347,06155
64347,06155
99326,03629
89608,07391
09435,03725
03172,035696
83556,08039
85655,08095
06528,03464
54413,06589
04668,03437
39264,039248
24327,04381
98660,036873
18507,038326
23847,04501
17089,03969
06682,034443
14974,03378
83119,08075
07389,036484
82194,08142
06773,034955
06184,034605
03238,03531
06667,034445
39579,039322
06388,034976
06268,034461
25869,04674
04932,035343
24376,04642
15910,035471
01609,035263
04539,034296
55459,06727
72294,07453
23743,04562
06408,03471
31028,05182
48599,02562
49696,04479
39397,039403
22956,04154
01594,03525
39326,039202
14641,033239
18246,038466
19258,038843
49777,05965
03222,03542
23847,04539
18239,038207
39435,039267
19322,03877
14806,033846
19071,038874
19348,03876
24582,04322
23923,038828
29416,03901
17348,03967
23911,04544
03058,035608
17268,039883
17192,039934
02959,035773
15859,033760
19205,038871
17440,03836
17219,039928
17268,039887
03058,0355
39615,039398
39398,039408
17192,039934
14476,033201
19372,038725
19406,03847
19348,038784
23627,04509
16909,03394
19217,038872
27243,04224
03205,035439
17207,039931
15831,033708
17495,038353
17268,039886
03159,035600
18442,038231
15746,033766
19230,038854
23966,03841
14550,033207
19273,038841
24626,04393
19288,03874
19417,038482
16928,03395
15913,03546
19339,038787
15913,035471
19348,03876
15295,033609
03226,03542
19336,038791
17337,039752
03130,03563
18190,038209
15806,03377
14823,033848
27419,04282
17349,03967
18445,038323
19217,038875
15868,033673
06925,035385
17094,039605
15324,033478
23923,038821
17179,039971
19374,0385
23816,04552
18239,038295
25436,04122
29393,05838
25355,04123
03058,035608
21493,04151
16928,033983
16306,033331
17192,039934
17390,039724
23936,03881
38822,039424
19406,03847
24872,04627
18299,038459
15848,033672
38154,05332
39167,039293
17166,039978
23795,04551
39240,039294
19217,038873
19205,038876
39343,0391
23627,04509
03149,035695
15859,033678
23860,04508
06449,03473
16348,033393
18574,03838
15806,03378
23942,038827
39579,039328
18276,03843
18236,038292
23923,038828
17337,039752
23972,03841
17091,03961
23992,038429
19205,038876
19273,038844
38464,05365
17217,039921
24802,04305
23948,038428
19357,038788
15910,035473
16866,033977
19209,038874
19336,038796
29413,039033
24361,04356
16928,03395
17168,039975
15837,033704
86845,08203
37247,05604
39387,03949
06369,03496
04668,03437
97633,09766
24245,04302
37359,036027
14979,033701
99713,036330
72663,07022
14974,033731
64401,06162
07646,036428
37345,036077
04668,034384
71723,07148
98701,036781
99610,036451
99713,036330
66501,06337
99830,05655
16845,033875
01471,035208
02694,035934
07589,036607
26629,04943
97633,09761
72415,07476
24623,04327
23775,04367
99718,036370
99991,036022
01558,03522
23948,03881
26197,04435
17166,039933
36137,06648
99819,036920
25712,04825
22946,04154
99837,036922
91091,09135
07580,036602
24969,04604
21712,04775
01454,03528
71577,07903
07768,036424
99100,036206
67483,06323
08541,03741
08541,03741
64521,06152
07338,036735
06686,034444
06679,034441
90613,09105
22927,04102
24625,04394
01909,035954
01909,035954
01909,035954
01909,035200
09618,037329
26532,04936
96269,09565
85655,08095
02747,035873
99518,036461
82049,089
63920,09371
56412,02602
83739,08064
54619,06559
67229,06238
83109,08031
06242,034633
03222,03542
01990,035755
07407,036743
24214,04346
24214,04346
06688,034446
06926,035389
01968,03573
03249,035323
63538,06186
06184,0345
07980,036623
54608,06555
97320,09325
04420,034205
06528,034656
99326,03629
54534,06575
07751,03641
99759,036338
56276,02689
99996,036021
85098,08407
03205,035435
99198,036203
99625,03635
39221,039297
16775,033084
01936,035955
99625,036372
98743,036703
67259,06239
06632,034464
99439,03643
09432,037369
06348,03476
63762,06026
06369,03496
04463,034297
02692,035938
07751,036424
01983,035753
95356,09255
24848,04624
97950,09344
04617,03448
68649,06245
01900,035952
99510,036425
66352,06809
04895,03535
09518,037369
99195,036204
09603,037328
02779,035841
83739,08025
99441,036454
02708,03585
56472,02661
24991,04633
66484,06339
04932,035343
04886,035386
64823,06078
99958,036042
63868,06022
99735,036335
82439,08851
04720,03431
99947,036043
92348,09181
04860,03421
17166,039978
16775,033082
14715,033873
16831,033921
15831,03379
16247,033364
16766,033055
64846,06071
06780,034956
06632,034633
25836,04862
03185,035601
21493,04151
25774,04882
83364,08666
83552,08074
83739,08025
96271,09560
98530,036846
19336,038791
23749,04364
39240,039291
53547,02683
23747,04364
04828,03425
14823,033849
18320,038225
73344,07335
01723,035204
09477,037343
67745,06382
98574,03683
96528,036766
01683,035242
09224,0371
09224,0371
14913,03372
07338,036734
08223,03745
08223,037465
17326,039742
35305,06401
83739,08064
63584,06058
83739,08064
24977,04636
23948,038825
89613,07357
56332,02605
57520,02741
16775,033094
14641,033230
14778,033835
88167,08383
21720,04141
31073,05187
25767,04835
17268,039883
01945,035756
01979,03574
08358,03774
09579,037294
15537,03362
19230,03883
34576,05681
14778,033833
88287,0751
15299,033655
15377,033436
16278,033336
17237,039821
17291,039857
97947,09346
67269,06359
82031,089
17328,039751
17213,039932
74417,07972
83364,08666
83257,08054
03172,03561
18190,038209
39175,039292
24357,04354
56459,06435
65558,06432
25693,04859
34281,05603
21720,04142
99755,036332
19249,038855
23899,04547
88379,07587
74363,07135
15913,035478
16818,033929
19348,033983
03096,035606
55452,06707
19348,038782
56593,02687
19348,038782
14715,033875
19273,038841
17089,03965
19273,038844
17153,039954
18276,038450
21483,04151
55597,06703
51643,02261
51645,02261
51647,02261
74594,07957
07768,036422
16866,033977
79194,0761
89423,09073
74831,06269
96163,0951
56767,02657
67598,06244
99713,036020
67724,06361
67599,06244
89355,08224
36179,06627
78594,07424
06567,034671
39393,039401
99631,036374
16278,033334
06507,039488
67583,06249
97261,09365
06254,034638
99869,036256
87634,08372
89312,08221
91710,09831
99735,036335
19294,038755
29476,05865
39317,039344
54413,06503
15306,03346
39624,039009
15754,033768
19412,038486
16259,033452
39439,039262
21514,04158
54317,06588
18574,038307
17291,03984
18273,03843
77793,07833
79261,07685
01945,035752
56370,0641
78148,07723
67822,06358
06193,034606
55595,06706
99438,036209
92543,09675
16775,033084
14669,033233
91468,09163
39326,039202
88484,07352
14532,03329
39264,039247
33330,05241
33332,05241
33334,05241
33335,05241
18356,038231
99628,036373
18276,038458
72525,07389
86836,08232
02694,035932
95358,09225
54317,06588
17506,038353
34302,05665
27404,04286
83527,08072
85410,08167
95473,09201
14662,033238
24819,04874
42781,02129
19273,038841
85540,089
85540,089
94542,08535
99102,0361
99102,0361
19336,038791
03058,0355
82392,08856
82392,08847
74632,07942
34317,05606
29359,05142
54597,06556
24361,04356
99706,03632
57627,02662
82392,08847
55546,0671
85764,089
06528,034656
65589,06433
23996,038423
29693,05071
25560,04892
39398,039408
97840,09391
99735,036335
76889,06342
26524,04938
23974,038426
79685,07625
14806,033841
93095,09453
24576,04192
27628,04746
49170,05401
58089,02331
58091,02331
58093,02331
58095,02331
58097,02331
58099,02331
58119,02331
58135,02331
25779,04836
76767,07273
83565,08092
91469,09101
31558,05033
19230,03883
19230,03883
26524,04938
88709,07532
38729,05383
56244,06435
56472,02661
56850,06543
92256,09664
55606,06752
19395,038738
55278,06737
02923,035894
65623,06430
55776,06789
63808,06021
94353,09963
04910,03533
03130,035751
83555,08073
94145,08556
35708,02773
72401,07474
85778,08133
84533,08678
07957,036625
35114,06456
98631,036948
99869,036254
56357,06772
63512,06182
02779,035841
76835,06323
66916,06386
07778,036427
09661,037207
06528,034656
99735,036334
86744,09082
07607,036691
72221,07456
39448,039268
16833,033927
19246,038858
25840,04881
39343,039409
15757,033765
26524,04934
02953,035773
38820,03941
89165,07347
87642,08368
56457,02663
73655,07182
39340,03904
87490,08304
89356,08222
49685,04474
16945,033986
83128,08055
83359,0861
85399,0811
06108,0345
06110,0345
06112,0345
06114,0345
06116,0345
06118,0345
06120,0345
06122,0345
06124,0345
06126,0345
06128,0345
06130,0345
06132,0345
33790,05201
37620,05533
49843,05942
59969,02984
91352,09545
67826,06362
54611,06557
96103,0951
99826,036924
83552,08075
71577,07903
84553,08623
09633,03731
54646,06522
56283,06747
25469,04101
45721,02364
58553,02353
21646,0451
65582,06432
23619,0451
23936,03881
27729,04793
76707,07255
56761,02653
29313,05084
20095,040
20097,040
20099,040
20144,040
20146,040
20148,040
20149,040
20249,040
20251,040
20253,040
20255,040
20257,040
20259,040
20354,040
20355,040
20357,040
20359,040
20457,040
20459,040
20535,040
20537,040
20539,040
21029,040
21031,040
21033,040
21035,040
21037,040
21039,040
21073,040
21075,040
21077,040
21079,040
21107,040
21109,040
21129,040
21147,040
21149,040
22041,040
22043,040
22045,040
22047,040
22049,040
22081,040
22083,040
22085,040
22087,040
22089,040
22111,040
22113,040
22115,040
22117,040
22119,040
22143,040
22145,040
22147,040
22149,040
22159,040
22175,040
22177,040
22179,040
22297,040
22299,040
22301,040
22303,040
22305,040
22307,040
22309,040
22335,040
22337,040
22339,040
22359,040
22391,040
22393,040
22395,040
22397,040
22399,040
22415,040
22417,040
22419,040
22453,040
22455,040
22457,040
22459,040
22523,040
22525,040
22527,040
22529,040
22547,040
22549,040
22559,040
22587,040
22589,040
22605,040
22607,040
22609,040
22761,040
22763,040
22765,040
22767,040
22769,040
27499,04721
27499,04721
24805,04332
27324,04254
31785,05151
31787,05151
31789,05151
27419,04282
39393,039401
39590,039322
22929,04154
22929,04154
54636,06569
57577,02682
59063,02381
59065,02381
59067,02381
59069,02381
59071,02381
59073,02381
59075,02381
59077,02381
67580,06246
99765,036333
21714,04144
97762,09732
17268,03987
16559,033393
17358,03976
55758,06786
08269,037465
56242,02626
56459,02663
63546,06185
99326,03629
99441,036453
56598,02635
46499,02852
22941,04532
21502,04152
24816,04875
63450,06181
63452,06181
63454,06181
63456,06181
63457,06181
21256,04188
24983,04608
21447,0451
49838,05904
25557,04872
14641,03321
15518,033632
55234,06735
67374,06344
01728,0351
29386,05832
34346,05545
30159,0511
30161,0511
30163,0511
30165,0511
30167,0511
30169,0511
30171,0511
30173,0511
30175,0511
30177,0511
30179,0511
30419,0511
30449,0511
30451,0511
30453,0511
30455,0511
30457,0511
30459,0511
30519,0511
30521,0511
30539,0511
30559,0511
30625,0511
30627,0511
30629,0511
30655,0511
30657,0511
30659,0511
30669,0511
56316,02684
17509,038352
23936,038822
21271,04184
29582,05822
18239,038207
23936,038824
38489,039003
91230,09151
57572,02734
31097,05183
39365,039406
86655,09003
24616,04324
37181,05505
56579,02634
74736,06283
99628,036377
56472,02661
78739,07422
93152,09404
74239,07139
71706,07145
49733,05932
55758,06786
54649,06554
55595,0671
23942,038826
06543,034742
23738,04363
23911,04541
23936,038822
21228,0451
16269,033436
27243,04244
07366,036642
98673,03686
07806,036481
83739,08025
85304,08444
24955,0461
56307,02684
56459,02664
53520,02695
95499,09203
21698,04164
33428,05247
38829,03941
54617,06559
19243,038852
31177,05127
56244,02626
24628,04195
15864,033672
08118,037605
91235,09152
04746,034328
67376,06344
79258,07633
85072,08421
56459,02663
07586,036605
07613,036693
08107,037602
09232,03722
15528,033633
01762,037326
08233,037468
55296,06138
06493,039484
99762,036331
49205,05405
54533,06574
93449,09975
66871,06381
79686,07762
25489,04129
04617,034343
94354,09961
96523,036762
73553,07171
73553,07171
66904,06383
25489,04129
73655,07182
14823,033843
25855,04843
49740,05961
16775,033084
15518,033635
24616,04324
24640,04195
56357,06772
96523,03681
16928,03395
19417,03847
56858,06545
77716,07832
97907,09342
25474,04106
31626,05024
27324,04254
39596,039321
56288,06762
57635,02686
24376,04642
38899,039459
63594,06055
27367,04264
97437,09521
99189,036201
67454,06324
74855,06266
